b0ccbe67ef0d722f9047998161396555|Ich hätte gerne dieses Japanisch-Chinesisch-Wörterbuch.|ich hätte gerne dieses japanisch-chinesisch-wörterbuch.
2a2591ba58ed525250e7c9003f86b880|Ich verstehe das Kantonesisch meiner Klassenkameradin nicht.|ich verstehe das kantonesisch meiner klassenkameradin nicht.
9ec4ffa4e7832af136d8bf3b56c15ed8|Ich habe ein Kilo Zucker gekauft, und sie hat diese ganze Menge für einen riesigen Kuchen verwendet.|ich habe ein kilo zucker gekauft, und sie hat diese ganze menge für einen riesigen kuchen verwendet.
a25febc2bb23bf11e30b901363ffce9b|In der Kathedrale Notre-Dame de Paris brach ein Feuer aus.|in der kathedrale notre-dame de paris brach ein feuer aus.
b93b4b4c30296d38cd89f7a305e7bc98|Warum kannst du nicht hinter dir die Klotür zumachen?|warum kannst du nicht hinter dir die klotür zumachen?
871d0f9b927ebe5bbf5c8d70b7cea4a4|Die römischen Truppen waren erschöpft.|die römischen truppen waren erschöpft.
0e8fadb2554e16e88dfbd0d741c2858a|So toll ist es auch wieder nicht.|so toll ist es auch wieder nicht.
812b550b6ec07d2ac0678b1094c3a232|Tom half dem Verletzten.|tom half dem verletzten.
e2d062beb47be6085a36de4c6b8d6dc0|Gib mir einfach meinen Teil.|gib mir einfach meinen teil.
46acda31554baafdaf1d14f289ea42cb|Es gibt viele Arten, wie man, auch ohne zu arbeiten, leben kann.|es gibt viele arten, wie man, auch ohne zu arbeiten, leben kann.
0c684430b25208e64dd7ac20ff331e17|Ich weiß fast nichts von Ihnen.|ich weiß fast nichts von ihnen.
cc360e277da46d3ccab67b9a0ea06016|Lebe so, wie du willst!|lebe so, wie du willst!
02bf8b1bb525b650814cda5e880b25b3|Tom könnte es tun, aber bei ihm kann man nie wissen.|tom könnte es tun, aber bei ihm kann man nie wissen.
4f85a7f5568c29a1f150b87ac1c2a1eb|Sie sagte mir, sie sei sich sicher.|sie sagte mir, sie sei sich sicher.
e72dee512e9ea0e255cca6858c8682b8|Du bist nicht der, der du zu sein glaubst, sondern der, den andere in dir sehen.|du bist nicht der, der du zu sein glaubst, sondern der, den andere in dir sehen.
9bc0345ae3160abc42ab6eeed6208dc9|Ich kann mir das nur schwer vorstellen.|ich kann mir das nur schwer vorstellen.
3922548e393293da7eb63e63bb0327fc|Lebe etwas unbeschwerter!|lebe etwas unbeschwerter!
3810cd1602eedfe9436d069fe893c0a0|Tom fing an zu schreiben.|tom fing an zu schreiben.
6b3c0e26dc254d30a113b17af6f55da9|„Si fueris Romae“ heißt: Tom, du musst Rom unbedingt kennenlernen.|„si fueris romae“ heißt: tom, du musst rom unbedingt kennenlernen.
9e6fc46ff08f6f47d48a6a38255f8425|Du scheinst sie nicht zu mögen.|du scheinst sie nicht zu mögen.
ca90905ce2e60a557ecfe015d1e15a51|Schade, dass es hier jetzt so viele gibt!|schade, dass es hier jetzt so viele gibt!
671b4eed5a9849b939f376d8b8909b2b|„Meinst du dänische Kronen oder schwedische?“ – „Tschechische.“|„meinst du dänische kronen oder schwedische?“ – „tschechische.“
ad7c551a5e4c3a5809fc8c3fe773f5eb|Wie kann ich das unterscheiden?|wie kann ich das unterscheiden?
a426d895bff530221e4a054c9803a29c|Mir ist mein T-Shirt eingelaufen. Was soll ich tun?|mir ist mein t-shirt eingelaufen. was soll ich tun?
b604360ebea3b75adab33b3aa5dd37f1|Alle sahen ihn an, als hätte er nicht mehr alle Tassen im Schrank.|alle sahen ihn an, als hätte er nicht mehr alle tassen im schrank.
b9e5b05ca79a43105a9ed05ba23b5030|Wo geschah es?|wo geschah es?
b3682a344045723ae5744a8024602fb9|Wann geschah es?|wann geschah es?
aac42241d872dc82fb21900dfd1d5574|Da ich keinen Bleistiftspitzer habe, nehme ich mein Messer.|da ich keinen bleistiftspitzer habe, nehme ich mein messer.
e84870e5ecc8a0df250e2496539d5831|Wir dürfen heute einige Gastschüler aus Frankreich bei uns begrüßen, Kinder.|wir dürfen heute einige gastschüler aus frankreich bei uns begrüßen, kinder.
0dd570208a593d7537c4b2116a42355f|Das hat schon jemand gemacht.|das hat schon jemand gemacht.
2dd7d5a20be6973cdb87a172cb9334b1|Ich bin nach dem letzten Ölwechsel dreitausend Kilometer gefahren.|ich bin nach dem letzten ölwechsel dreitausend kilometer gefahren.
d55f2153dd5f9e0b71db3d3014022cdb|Habt ihr überlegt, welche Komplikationen auftreten können?|habt ihr überlegt, welche komplikationen auftreten können?
595c7bc966bcccfc88606843ae4bc0f4|Du kannst mich darum bitten, aber ich werde es nicht erledigen!|du kannst mich darum bitten, aber ich werde es nicht erledigen!
4962e6cc56cc53ef1180081a8cb7ac60|Grüße ihn bitte von mir.|grüße ihn bitte von mir.
451558280568e4c588e90e04111ec28b|Ich bin mit der Qualität Ihrer Arbeit nicht zufrieden.|ich bin mit der qualität ihrer arbeit nicht zufrieden.
df1b5520dd5b95e9376c19b19ab2ff29|Es geschah vorige Woche.|es geschah vorige woche.
33fdc884be5ed07b78533f53512a62cd|So kann man sehr gut neue Bekanntschaften schließen.|so kann man sehr gut neue bekanntschaften schließen.
66c4deee708685050b26a8b2549408bf|Tom arbeitet als Selbstständiger, um keinen Chef zu haben.|tom arbeitet als selbstständiger, um keinen chef zu haben.
78cde1bb9e00e1f60d1ae67c00152855|Kannst du die Bar auf der anderen Seite sehen?|kannst du die bar auf der anderen seite sehen?
f75c7fbb2bfec240fbfaf508d5a2f522|Die Fibonacci-Sequenz lässt sich überall in der Natur wiederfinden.|die fibonacci-sequenz lässt sich überall in der natur wiederfinden.
3233a5274f76146af9ba46a4a9fc84f3|Tom hat einen Tennisellbogen, und beide Schultern tun ihm ständig weh.|tom hat einen tennisellbogen, und beide schultern tun ihm ständig weh.
c53cb1101f90e85394ee9db469d8cf61|Wir müssen wissen, wo er war, wen er getroffen und was er gemacht hat.|wir müssen wissen, wo er war, wen er getroffen und was er gemacht hat.
3bb628a61fda695e408f3fdc9d24e2d1|Lass mich reden!|lass mich reden!
1da8916c21a0084cc39cedc92a2dccc2|Tom isst gerne Tortellini.|tom isst gerne tortellini.
fde29a4e62bc03b2eba4bbd6ba77fdfd|Er sagt, dass Videospielsüchtige die gleichen Höhen und Tiefen wie Drogenabhängige erleben.|er sagt, dass videospielsüchtige die gleichen höhen und tiefen wie drogenabhängige erleben.
455f1311ae22c464400372d3561fcc5d|Kannst du mir irgendwie helfen?|kannst du mir irgendwie helfen?
1cbf15e8eb61232897216e9631abe6d7|Und Naemi nahm das Kind und legte es auf ihren Schoß und ward seine Wärterin.|und naemi nahm das kind und legte es auf ihren schoß und ward seine wärterin.
946c25167be62da0b5bc66528a7ffd96|Wenn du willst, kannst du.|wenn du willst, kannst du.
360156924ec2109c462977f0c65b0104|Ich hatte gehofft, sie dort zu treffen.|ich hatte gehofft, sie dort zu treffen.
132f19a69c38fdcb8fc2308c1691e163|Ich esse nicht oft Pilze.|ich esse nicht oft pilze.
da3df907853b1d9d555a59982c078240|Beobachtet uns.|beobachtet uns.
0e16dc35b1e5a2b2964ee5c09313a90e|Wenn das Abendrot beginnt, dann wird der Himmel rot.|wenn das abendrot beginnt, dann wird der himmel rot.
faff62c72d15584725bc87dc24c2954e|Ich sehe nicht wirklich eine Veränderung.|ich sehe nicht wirklich eine veränderung.
4c5f8cb3976dc756e8ddea0437a3f4c5|Warum bist du schlechter Laune?|warum bist du schlechter laune?
6c0c0abb6cfc3c6d8fdb255b53347933|Wer hat die da gemacht?|wer hat die da gemacht?
4817bd0ba44d5e98319d769eb79d5eab|Essen wir gesünder und leben wir länger!|essen wir gesünder und leben wir länger!
8617e2b614d095c4045fd869c3e7e307|Sie scheinen an etwas anderes gedacht zu haben.|sie scheinen an etwas anderes gedacht zu haben.
65ca15754c2f143291c665dd1cdd37d5|Damals, als wir in Frankfurt wohnten, gab es keine U-Bahn.|damals, als wir in frankfurt wohnten, gab es keine u-bahn.
f57be0b72107de8bc5eab6a453fb1440|Wir wissen, dass es schwierig ist, mit dem Rauchen aufzuhören.|wir wissen, dass es schwierig ist, mit dem rauchen aufzuhören.
d7857f61d91010d7fb7e94058eba2df9|Er hob sie in einer Umarmung empor und küsste sie innig.|er hob sie in einer umarmung empor und küsste sie innig.
6774993b3ac22962d89dfb3acc306b11|Ich finde den so was von geil.|ich finde den so was von geil.
c30cdc6cb823fd8e68bb51f358411bab|Ich bin sicher, dass ich euch fehlen werde.|ich bin sicher, dass ich euch fehlen werde.
fb889caa736bce4d40e372a4c22cec2b|Seinen Vorgesetzten gegenüber gab Tom sich unterwürfig; seine Untergebenen schikanierte er.|seinen vorgesetzten gegenüber gab tom sich unterwürfig; seine untergebenen schikanierte er.
8df23dab14a412c85d05542becf8cb87|Warum willst du hier arbeiten?|warum willst du hier arbeiten?
c395fa1779645f60c49efa5da276b4a3|Viele Flüchtlinge ziehen über Griechenland und den Balkan nach Westeuropa.|viele flüchtlinge ziehen über griechenland und den balkan nach westeuropa.
974b03ef7dbd206dc62d1679b289faa6|Du hast mir echt gefehlt.|du hast mir echt gefehlt.
8a270a107653b78d60bedf28d02afe7a|Ich bin vielleicht ein Tollpatsch.|ich bin vielleicht ein tollpatsch.
861af04ff69b08bb0bd85ad7a0fd0ed3|Das wird als dauerhafter Vermerk in Ihre Akten eingetragen.|das wird als dauerhafter vermerk in ihre akten eingetragen.
3e659e38c80a5485a3e87672f5c13bae|Er schnitt es mit dem Messer, das er von seinem Bruder geschenkt bekommen hatte.|er schnitt es mit dem messer, das er von seinem bruder geschenkt bekommen hatte.
0f0d8a6e985864c9c53fe106632b38a7|Du arbeitest zu viel. Deswegen tut dir der Kopf weh!|du arbeitest zu viel. deswegen tut dir der kopf weh!
2abfe5096dfe41fad1e366ffcb54780b|Du isst deine Apfelsine.|du isst deine apfelsine.
48045352adbb6a37142b5f467fb2e0fd|Ich würde euch nie küssen.|ich würde euch nie küssen.
a54408eb69dbbb2cb24b5af512d9712e|Ich bin ganz zufrieden.|ich bin ganz zufrieden.
88bfaee90132b1ec425034ddfdb2ae15|Ich bin sehr geduldig.|ich bin sehr geduldig.
a28f5ca517dd22846407555c018434ec|Einige sagen, es fange, wenn man auf einen Regenwurm trete, an zu regnen.|einige sagen, es fange, wenn man auf einen regenwurm trete, an zu regnen.
1331543bafdb57ff4d639e264219135b|„Na, Süßer! Wie wär’s mit uns beiden?“ – „Ne, danke!“|„na, süßer! wie wär’s mit uns beiden?“ – „ne, danke!“
9fcaefc7d896d254eb85e480a7b61199|Ich bin nicht stolz darauf, wie ich mich aufgeführt habe.|ich bin nicht stolz darauf, wie ich mich aufgeführt habe.
e4fdce6a3681dff96b9be552261eca56|Wir hörten im dicken Nebel die Geräusche eines näherkommenden Zuges.|wir hörten im dicken nebel die geräusche eines näherkommenden zuges.
63522eb34f3139842b71a293fe015fb2|Die Lebensweise des Künstlers ist unkonventionell.|die lebensweise des künstlers ist unkonventionell.
0b532d89a930e299c84f94fc808e7a62|Wieso sind wir arm?|wieso sind wir arm?
0dca423a1418c711ff77cc09a97f39e5|Ich liebe es, dich tanzen zu sehen.|ich liebe es, dich tanzen zu sehen.
d98ebba4d40bb1a655b614c14b50bfb3|Ist es kalt?|ist es kalt?
ea03c32c0ade79652ebbbe0e24502dea|Könntest du bitte den Strom- und den Gaszähler ablesen.|könntest du bitte den strom- und den gaszähler ablesen.
43e0c8655127dfd2bb3128f4c685d251|Warum bist du beleidigt?|warum bist du beleidigt?
ffd56b87938c764800b1e76e565e1bbd|Muss man noch viel erledigen?|muss man noch viel erledigen?
9b8cfcf93ecf07a050c25c977ee45f1a|Ich danke dir vielmals.|ich danke dir vielmals.
14d6f1001332e22144bf79df425d816a|Sie ist intelligent.|sie ist intelligent.
9f7dc03d71b566e47c71ad5a772b6ac2|Es gibt auch eine Treppe, wenn du Angst vor dem Fahrstuhl hast.|es gibt auch eine treppe, wenn du angst vor dem fahrstuhl hast.
2053183baf4f3ec297f0857ad6110101|Ich überlege, ob ich mich von ihr scheiden lassen sollte.|ich überlege, ob ich mich von ihr scheiden lassen sollte.
26ecc09330ddd6469e00ce070a4ca7c6|Ich glaube, du bist eine Lügnerin.|ich glaube, du bist eine lügnerin.
82a26947a5cfe5e1c1fac61388588018|Wir trafen uns abends zu einem gemütlichen Beisammensein.|wir trafen uns abends zu einem gemütlichen beisammensein.
51889966f27cf3d6a5ed52c640d1dc08|Du solltest dich beeilen, sonst kommst du zu spät!|du solltest dich beeilen, sonst kommst du zu spät!
0e0456a5e9c45827db6da555da33d81a|Ich war beim Betriebsfest.|ich war beim betriebsfest.
24b41af5226ed948c02b0521b8ff1b04|Analysten reden bereits von einer möglichen „Pfund-Kernschmelze“.|analysten reden bereits von einer möglichen „pfund-kernschmelze“.
1a19dec8e1655532e65a49e603f80fce|Selten hat eine Debatte so viel Medienaufmerksamkeit auf sich gezogen.|selten hat eine debatte so viel medienaufmerksamkeit auf sich gezogen.
b3eee5df89ee4e515da0c3c39a6b7479|Kilometergeld wird nicht gezahlt.|kilometergeld wird nicht gezahlt.
461cc45cfa585ed1377e4d56e779c40d|Bitte sag’ ihm nicht, dass ich gehen werde.|bitte sag’ ihm nicht, dass ich gehen werde.
96815fd36f2a6f78c14309c07479322f|Ich mag Kartoffeln.|ich mag kartoffeln.
6e6414a5e68bc593c6abdd53a7322354|Maria ist sehr klug und außerdem hübsch.|maria ist sehr klug und außerdem hübsch.
fcaa6bb7fc8d8ec8e5dbdcd1e8abbf34|Letztlich haben sich die Konservativen durchgesetzt, und es ist alles beim Alten geblieben.|letztlich haben sich die konservativen durchgesetzt, und es ist alles beim alten geblieben.
57d352ead6968357da29098e25e97cd4|Sein graues Haar war im Laufe von ein paar Monaten ganz weiß geworden.|sein graues haar war im laufe von ein paar monaten ganz weiß geworden.
fb03aa4fa788bd68ba6a661de3e3cd00|Ich glaube, dass wir das nicht tun müssen.|ich glaube, dass wir das nicht tun müssen.
71e2eebfb7fc734de4f27f8718e3d882|Bewerte nicht das Ziel, das jemand erreicht hat, sondern den Weg, den er dafür zurückgelegt hat.|bewerte nicht das ziel, das jemand erreicht hat, sondern den weg, den er dafür zurückgelegt hat.
25f0773c280bd8f778cbada17c1a2636|Er war darüber nicht glücklich.|er war darüber nicht glücklich.
2c08213cd244dbcd34223469b4749c09|Ich werde es nicht mehr erwähnen.|ich werde es nicht mehr erwähnen.
2fbf1e22138d119e957caa99ebb86bb4|Magst du Geistergeschichten?|magst du geistergeschichten?
36b115fa980635ef7d586e38dd41640e|Tom ging durch den Metalldetektor.|tom ging durch den metalldetektor.
5183556485ecc5715c30923511cd4c95|Warum schreien Sie?|warum schreien sie?
753e383c81b55ea6a16b473d7bbe07e5|Sie brauchen gute Ausrüstung, um den Berg zu besteigen.|sie brauchen gute ausrüstung, um den berg zu besteigen.
330d0a0f1c9aef0129c4fef08870b282|Warum hatte Österreich-Ungarn eigentlich keine überseeischen Kolonien?|warum hatte österreich-ungarn eigentlich keine überseeischen kolonien?
b2a8f5b5a7a699d384ed238f408f48a4|Ich bin dumm.|ich bin dumm.
076041b9760bb6649c69282da07f1b43|Du hättest mich eher anrufen sollen.|du hättest mich eher anrufen sollen.
e966f52963ae71409d7c82ad8aa2c605|Tom achtete darauf, nicht zu stolpern und zu fallen.|tom achtete darauf, nicht zu stolpern und zu fallen.
d5705ea437ce985ab78b6521af53dd8e|Sie war meine Kollegin, bevor sie entlassen wurde.|sie war meine kollegin, bevor sie entlassen wurde.
d5c9873eb0dd6133e98af9bed3d6d774|Tom ginge da nicht hin.|tom ginge da nicht hin.
07c2ccc2b0df3aff269d7091d42a37c9|Ihr seid noch nicht fertig, oder?|ihr seid noch nicht fertig, oder?
e98dfd00c54db89ebab96e0da9bba3a6|Es hat sich wiederholt.|es hat sich wiederholt.
6d7af2da78bba9177eadcdb3afeba001|Wer hat dir denn so einen Blödsinn gesagt?|wer hat dir denn so einen blödsinn gesagt?
3f690db2adcb66169c4ad76b25a981ad|Sie wusste offensichtlich nicht, wovon ich sprach.|sie wusste offensichtlich nicht, wovon ich sprach.
9341854165e691840b0ccc408a02e078|„Ich wünschte, ich könnte Klarinette spielen!“ – „Dann geh halt hin und lass es dir beibringen!“|„ich wünschte, ich könnte klarinette spielen!“ – „dann geh halt hin und lass es dir beibringen!“
2dc59bb2c5fb35c2eb040d85247fc563|Wisst ihr, wer wir sind?|wisst ihr, wer wir sind?
ee5e110fbf728e835700747f7ca3f5af|Wir freuen uns sehr, dich dabeizuhaben!|wir freuen uns sehr, dich dabeizuhaben!
7ed6a633000f424b272acc1ba716c8d7|Ich habe genug von diesen dummen Regeln.|ich habe genug von diesen dummen regeln.
1f00d33a08ab5c4c516841c07b2a6bd3|Maria sah sensationell aus.|maria sah sensationell aus.
b9f9fc63d4e548a01c9531ba6c8f32a4|Sie hatte zwei eigene Töchter, die ihr tatsächlich in allen Dingen glichen.|sie hatte zwei eigene töchter, die ihr tatsächlich in allen dingen glichen.
ed1cfebe51b9041826e336f41eac53f0|Sie hatte nicht damit gerechnet, dass er so reagieren würde.|sie hatte nicht damit gerechnet, dass er so reagieren würde.
c07eff04b8951e64378e6c5982ad2cf7|Wenn es morgen regnet, wird die Rundreise abgesagt.|wenn es morgen regnet, wird die rundreise abgesagt.
c16a7c18c7c28d56942dc81f0d102a85|Damit meine ich nur: Derjenige, der für Ordnung und Sauberkeit sorgt, bin immer ich.|damit meine ich nur: derjenige, der für ordnung und sauberkeit sorgt, bin immer ich.
263cdc69eee57bc36ef6131e051b1cb0|Alle sehen auf andere, niemand auf sich selbst.|alle sehen auf andere, niemand auf sich selbst.
2f09b231e1b45d76513b4180614f12b3|Es gibt viele um mich herum, trotzdem fühle ich mich allein.|es gibt viele um mich herum, trotzdem fühle ich mich allein.
ba22175c0b9dda1e33dba40a91ff0a28|Du musst deinen Gegner kennen, um ihn zu schlagen.|du musst deinen gegner kennen, um ihn zu schlagen.
abe06f5c21b0a64cdd0347803e2d025c|Am glücklichsten ist er, wenn er seine Enkelkinder um sich hat.|am glücklichsten ist er, wenn er seine enkelkinder um sich hat.
fafb0355d6b159bf3234cec7569a48d7|Bin ich es, die ihr sucht?|bin ich es, die ihr sucht?
bf3d59710c6b730a3b114104668006ae|Du musst dir einen neuen Anzug kaufen, den du zu dem Vorstellungsgespräch tragen kannst.|du musst dir einen neuen anzug kaufen, den du zu dem vorstellungsgespräch tragen kannst.
3bd7f3463128fea39a368c37bd242f09|Der Schwache klagt, der Starke handelt.|der schwache klagt, der starke handelt.
24cf0ff7d9bd6c5d2aaf51effa0b98aa|Na eben!|na eben!
8ab9d838f2daf8ea8474ec07615dfda5|Ich war sehr abergläubisch.|ich war sehr abergläubisch.
be21442496a56b0f1448a3b4e08ed773|Bemerkst du eine Veränderung?|bemerkst du eine veränderung?
51553343aa9aeaa4536a075764e1a576|„Wer sind die Zwillinge in der Zwillingskonstellation?“ – „Ich schätze mal: Tom und Maria.“|„wer sind die zwillinge in der zwillingskonstellation?“ – „ich schätze mal: tom und maria.“
1bc97be338e4b33822cea4bca0dcca33|Dazu sind wir nie gekommen.|dazu sind wir nie gekommen.
f738eef6970af6803d693d5bd9d0d856|Ich bin derjenige, der bezahlt.|ich bin derjenige, der bezahlt.
e0961f314a7c72436b17660990607eae|Tom schämte sich seiner Leibesfülle, als er die ausgemergelten Hungernden sah.|tom schämte sich seiner leibesfülle, als er die ausgemergelten hungernden sah.
31d431172296f623069df80ca2095fe0|Wie soll man etwas bewältigen, wenn man nicht darüber redet?|wie soll man etwas bewältigen, wenn man nicht darüber redet?
ccf8a14eddb642ba29710ed9d054e799|Sie ist doch die einzige, mit der er noch reden kann.|sie ist doch die einzige, mit der er noch reden kann.
6f78cc6e8ba9d8309b04f34f6588809b|Es ist nur eine Sünde, wenn ihr euch erwischen lässt.|es ist nur eine sünde, wenn ihr euch erwischen lässt.
7c6cf784ea5573daa7bc78bf0f7dc6d8|Kannst du es laut sagen?|kannst du es laut sagen?
6e19c09e74eb090457494fbc9a3cafa5|Wo bist du heimlich gewesen?|wo bist du heimlich gewesen?
2390b76f7f5efbb3fa62038bd5c893fe|Ich weiß, wie sie heißt, aber sonst weiß ich nichts über sie.|ich weiß, wie sie heißt, aber sonst weiß ich nichts über sie.
b746debdc5e13e5b8fd42cc5fd87d0df|Im Morgengrauen fuhr ein schwarzer Mercedes mit überhöhter Geschwindigkeit durch das Stadtzentrum.|im morgengrauen fuhr ein schwarzer mercedes mit überhöhter geschwindigkeit durch das stadtzentrum.
8bbe47bf67204837dd7e48d27daac6fb|Ist das immer noch mein Raum?|ist das immer noch mein raum?
1a780c864103de7f3ca8afaebfcdc044|Was wir damals besaßen, passte in einen Schuhkarton.|was wir damals besaßen, passte in einen schuhkarton.
45363527714cd83cdbf4de1346bcf669|Erfolg hat, wer einmal mehr aufsteht, als er umgeworfen wird.|erfolg hat, wer einmal mehr aufsteht, als er umgeworfen wird.
019ac4391508fb206493793d260c50c2|Eine mediterrane Ernährungsweise kann das Risiko einer Herz-Kreislauf-Erkrankung senken.|eine mediterrane ernährungsweise kann das risiko einer herz-kreislauf-erkrankung senken.
78fea60beefd1733a36ac75553f57b3c|Tom glaubt, dass das korrekt ist.|tom glaubt, dass das korrekt ist.
84122e7f923abfa1092507a9c29da222|Nur weil alle vom Balkon springen, musst du nicht gleich hinterher.|nur weil alle vom balkon springen, musst du nicht gleich hinterher.
53739fa6c948d51b3468a2f09f3d4c75|Dann hat er die Teile in seiner Hand, fehlt leider nur das geistige Band.|dann hat er die teile in seiner hand, fehlt leider nur das geistige band.
433806249e5c608131163185b17b8da4|Wir fangen noch einmal von ganz vorne an.|wir fangen noch einmal von ganz vorne an.
a90e5091ae6c5d1bb901d29bba187540|Wohnt ihr hier allein?|wohnt ihr hier allein?
09391a668907edda35c7bcf272e96e56|Tom wohnt in einem Penthouse im dreißigsten Stock.|tom wohnt in einem penthouse im dreißigsten stock.
b15b36f6526a9ef975c6ed38ed8be4a9|Die Masse könnt ihr nur durch Masse zwingen. Ein jeder sucht sich endlich selbst was aus.|die masse könnt ihr nur durch masse zwingen. ein jeder sucht sich endlich selbst was aus.
fc774cc96e6291114c1854374c7048fc|„Ist zwischen euch etwas vorgefallen?“ – „Eigentlich nicht.“|„ist zwischen euch etwas vorgefallen?“ – „eigentlich nicht.“
c5a913e66ea6787fec0e2a054f628706|Tom starb in den frühen Morgenstunden friedlich in seinem Haus in Boston.|tom starb in den frühen morgenstunden friedlich in seinem haus in boston.
125d7e2f1b28bc19a1285ef068582ac4|Neben dem Kern eines Homomorphismus betrachtet man auch seinen Kokern.|neben dem kern eines homomorphismus betrachtet man auch seinen kokern.
c1313195369626e977ca48bedc3bff5c|Nimm eine Aspirin.|nimm eine aspirin.
d992ef8d62a6f0bdefef420deace6e97|Ein Sprichwort sagt: Ein eigener Herd, ein braves Weib sind Gold und Perlen wert.|ein sprichwort sagt: ein eigener herd, ein braves weib sind gold und perlen wert.
79fd9d86c2a9dd9443b400177300ae11|Ich versuchte, ernst zu bleiben.|ich versuchte, ernst zu bleiben.
b5e7fb0af98bb86af4b9874232164990|Warum musst du immer kacken, wenn wir irgendwo hinwollen?|warum musst du immer kacken, wenn wir irgendwo hinwollen?
f2e707ff1020848a6db0cfe2bea26ef2|Wir haben beide dieselben Interessen.|wir haben beide dieselben interessen.
609eeca9376e840ffa2b203d64c760f1|Ihnen mag das einfach erscheinen, ich finde es kompliziert.|ihnen mag das einfach erscheinen, ich finde es kompliziert.
5cd2f1951ea7f879462f9418fe47263e|Die Hauptstädte welcher Staaten kennst du?|die hauptstädte welcher staaten kennst du?
61a2830844ce4944904fd79fc3ce5989|Ich bin gerade irgendwie nicht zu Scherzen aufgelegt.|ich bin gerade irgendwie nicht zu scherzen aufgelegt.
a6274e968bd3c260302e88d8497d008a|Wenn ihr wisst, woran wir gescheitert sind, lasst uns nicht dumm sterben!|wenn ihr wisst, woran wir gescheitert sind, lasst uns nicht dumm sterben!
bcc734887d6a14f4877b97b9f8623c54|Er respektiert seinen Chef, aber gleichzeitig hat er Angst vor ihm.|er respektiert seinen chef, aber gleichzeitig hat er angst vor ihm.
2305ef9a1dd5d1d5359a0f79e6e5013e|Hast du meine Zahnbürste benutzt?|hast du meine zahnbürste benutzt?
af8184594691dcae8bea49789ffa4a75|Ich überlege, ob ich in diesem Semester Koreanisch lernen sollte.|ich überlege, ob ich in diesem semester koreanisch lernen sollte.
43e1fbc055c4bd5ef86adb17a417b6c3|Es wäre nicht recht, wenn ich dich bei mir abschreiben ließe.|es wäre nicht recht, wenn ich dich bei mir abschreiben ließe.
8af856521eb3b4ca8b6f058b093fbd86|Die kenne ich seit der Uni.|die kenne ich seit der uni.
b0f81b1d2411575031fb33f903665725|Du tust mir leid.|du tust mir leid.
ff435c48fcbf35a6ae15cf6ca41f5991|Toms Scheune wurde letztes Jahr zweimal vom Blitz getroffen.|toms scheune wurde letztes jahr zweimal vom blitz getroffen.
6148d968a368c42a51cbf28efc4a48f2|Ich bin vor allem froh darüber, dass wir rechtzeitig fertig geworden sind.|ich bin vor allem froh darüber, dass wir rechtzeitig fertig geworden sind.
21447cfc8b2db3d2c9194d8033af2646|Sie ignoriert mich völlig.|sie ignoriert mich völlig.
075ecba906b89fac0558505be905122b|Der Duden ist die Bibel der deutschen Sprache.|der duden ist die bibel der deutschen sprache.
361815604a3af4b3e741ea66e280c2b7|Der Axtstiel ist abgebrochen, so haben wir einen Holzspalter gekauft.|der axtstiel ist abgebrochen, so haben wir einen holzspalter gekauft.
0e87b642f74227f6d2cc058f0febfa60|Endlich erreichten sie ein kleines Dorf.|endlich erreichten sie ein kleines dorf.
acb84b77bde1c82b32424c4e4a77cd20|Das sagen sie immer.|das sagen sie immer.
e3ca59a3e9bf04c5956d8b87e1cc5d96|Sie lesen eine Zeitschrift.|sie lesen eine zeitschrift.
287366272eb37162a97dbc8ca204f818|Er konnte es sich nicht verkneifen, sie zu necken.|er konnte es sich nicht verkneifen, sie zu necken.
6c69c020a5a0a81e923a49275c4e40a1|Maria ist über 20.|maria ist über 20.
6bf42c166eb38e9ffec1683f31e6b3f2|Du musst sie ganz schön beeindruckt haben.|du musst sie ganz schön beeindruckt haben.
3fa9689bb243654a69d152e3eb63ea16|Als ich aufwachte, waren wir schon in einer mir unbekannten Gegend.|als ich aufwachte, waren wir schon in einer mir unbekannten gegend.
0c7600341200f47b982a0aaf509c8158|Ich wusste nicht, was ich sonst noch sagen sollte.|ich wusste nicht, was ich sonst noch sagen sollte.
21ad1b8ca1a207d1fd2bddc791308dc8|Ich habe eine Anwältin.|ich habe eine anwältin.
b334c47a170e74ab3f3265d9fb13faa2|Sie haben unsere Fabrik geschlossen.|sie haben unsere fabrik geschlossen.
c9b831e8797dfafb00972b9d2a639553|Er drehte sich zu mir um.|er drehte sich zu mir um.
5e20066e53e0f3762a516bddce489374|Das Interview ist auf Deutsch, und ich kann kein Wort davon verstehen.|das interview ist auf deutsch, und ich kann kein wort davon verstehen.
41245b2831d671e06df3f2444fe801f6|Vielleicht bittet man dich um deinen Pass, vielleicht auch nicht. Nimm ihn auf jeden Fall mit!|vielleicht bittet man dich um deinen pass, vielleicht auch nicht. nimm ihn auf jeden fall mit!
702c67c4731efeedb6889e9c860463dc|Du bringst den ganzen Fahrplan durcheinander.|du bringst den ganzen fahrplan durcheinander.
842f155f1a575a65796031cd39674812|Tom kämpfte mit aller Kraft.|tom kämpfte mit aller kraft.
09e738e22ac681efcf534aff59697823|Wo ist der Apfel?|wo ist der apfel?
4cc7592b02901fd5919be83b3a1d1b3a|Sami entschied, dass er Laylas Leben beenden würde.|sami entschied, dass er laylas leben beenden würde.
7486b7df38db5abe6dee6c978c3165b9|Es war kein schöner Anblick.|es war kein schöner anblick.
